jahr,stichtag,gemeinde_bfs_nr,gemeinde,altersklasse,heimat,geschlecht,anzahl,anzahl_ist_kleingruppe
2014,2014-12-31,230,Winterthur,40-44,Schweiz,männlich,2517,False
2014,2014-12-31,230,Winterthur,40-44,Schweiz,weiblich,2611,False
2014,2014-12-31,230,Winterthur,45-49,Ausland,männlich,1190,False
2014,2014-12-31,230,Winterthur,45-49,Ausland,weiblich,952,False
2014,2014-12-31,230,Winterthur,45-49,Schweiz,männlich,2858,False
2014,2014-12-31,230,Winterthur,45-49,Schweiz,weiblich,3036,False
2014,2014-12-31,230,Winterthur,50-54,Ausland,männlich,1037,False
2014,2014-12-31,230,Winterthur,50-54,Ausland,weiblich,792,False
2014,2014-12-31,230,Winterthur,50-54,Schweiz,männlich,2792,False
2014,2014-12-31,230,Winterthur,50-54,Schweiz,weiblich,3114,False
2014,2014-12-31,230,Winterthur,55-59,Ausland,männlich,711,False
2014,2014-12-31,230,Winterthur,55-59,Ausland,weiblich,535,False
2014,2014-12-31,230,Winterthur,55-59,Schweiz,männlich,2419,False
2014,2014-12-31,230,Winterthur,55-59,Schweiz,weiblich,2521,False
2014,2014-12-31,230,Winterthur,60-64,Ausland,männlich,458,False
2014,2014-12-31,230,Winterthur,60-64,Ausland,weiblich,396,False
2014,2014-12-31,230,Winterthur,60-64,Schweiz,männlich,2023,False
2014,2014-12-31,230,Winterthur,60-64,Schweiz,weiblich,2277,False
2014,2014-12-31,230,Winterthur,65-69,Ausland,männlich,344,False
2014,2014-12-31,230,Winterthur,65-69,Ausland,weiblich,312,False
2014,2014-12-31,230,Winterthur,65-69,Schweiz,männlich,1798,False
2014,2014-12-31,230,Winterthur,65-69,Schweiz,weiblich,2252,False
2014,2014-12-31,230,Winterthur,70-74,Ausland,männlich,352,False
2014,2014-12-31,230,Winterthur,70-74,Ausland,weiblich,274,False
2014,2014-12-31,230,Winterthur,70-74,Schweiz,männlich,1609,False
2014,2014-12-31,230,Winterthur,70-74,Schweiz,weiblich,2040,False
2014,2014-12-31,230,Winterthur,75-79,Ausland,männlich,258,False
2014,2014-12-31,230,Winterthur,75-79,Ausland,weiblich,253,False
2014,2014-12-31,230,Winterthur,75-79,Schweiz,männlich,1078,False
2014,2014-12-31,230,Winterthur,75-79,Schweiz,weiblich,1684,False
2014,2014-12-31,230,Winterthur,80-84,Ausland,männlich,168,False
2014,2014-12-31,230,Winterthur,80-84,Ausland,weiblich,139,False
2014,2014-12-31,230,Winterthur,80-84,Schweiz,männlich,924,False
2014,2014-12-31,230,Winterthur,80-84,Schweiz,weiblich,1448,False
2014,2014-12-31,230,Winterthur,85-89,Ausland,männlich,45,False
2014,2014-12-31,230,Winterthur,85-89,Ausland,weiblich,61,False
2014,2014-12-31,230,Winterthur,85-89,Schweiz,männlich,515,False
2014,2014-12-31,230,Winterthur,85-89,Schweiz,weiblich,1116,False
2014,2014-12-31,230,Winterthur,90-94,Ausland,männlich,9,False
2014,2014-12-31,230,Winterthur,90-94,Ausland,weiblich,16,False
2014,2014-12-31,230,Winterthur,90-94,Schweiz,männlich,201,False
2014,2014-12-31,230,Winterthur,90-94,Schweiz,weiblich,523,False
2014,2014-12-31,230,Winterthur,95+,Ausland,weiblich,,True
2014,2014-12-31,230,Winterthur,95+,Schweiz,männlich,29,False
2014,2014-12-31,230,Winterthur,95+,Schweiz,weiblich,124,False
